product,complaint,category_id,complaint_lst,complaint_clean
Debt collection,"I received a call regarding a HSBU account which I have never had it has never been on my credit report nor could the company provide any account information the billing address provided I have n't lived At since  XXXX  my credit history is only 2 years old seems to be some type of collection agency prior to my   XXXX   XXXX   account started  XXXX  I have not had a credit card since   XXXX   so I 'm totally confused, I tried to dispute with   XXXX   abd  XXXX   XXXX  disputes have been pending since  XXXX  I tried emailing  XXXX  companies regarding the disputes with no reply I do n't know where else to go it says open  XX/XX/XXXX  no inquiry no payment history nothing showing it would be my account",6,"['received', 'cal', 'regarding', 'hsbu', 'acount', 'never', 'never', 'ben', 'credit', 'report', 'could', 'company', 'provide', 'acount', 'information', 'biling', 'adres', 'provided', 'nt', 'lived', 'since', 'xx', 'credit', 'history', 'year', 'old', 'sems', 'type', 'colection', 'agency', 'prior', 'xx', 'xx', 'acount', 'started', 'xx', 'credit', 'card', 'since', 'xx', 'totaly', 'confused', 'tried', 'dispute', 'xx', 'abd', 'xx', 'xx', 'dispute', 'ben', 'pending', 'since', 'xx', 'tried', 'emailing', 'xx', 'company', 'regarding', 'dispute', 'reply', 'nt', 'know', 'else', 'go', 'say', 'open', 'xxxx', 'inquiry', 'payment', 'history', 'nothing', 'showing', 'would', 'acount']",received cal regarding hsbu acount never never ben credit report could company provide acount information biling adres provided nt lived since xx credit history year old sems type colection agency prior xx xx acount started xx credit card since xx totaly confused tried dispute xx abd xx xx dispute ben pending since xx tried emailing xx company regarding dispute reply nt know else go say open xxxx inquiry payment history nothing showing would acount
Checking or savings account,"In XX/XX/2016 I voluntarily closed my account by walking in the Fifth Third Branch in XXXX Indiana. After the closure of the account I was reported to XXXX XXXX XXXX for mishandling of my checking account. I deposit a personal check from my other checking account, XXXX XXXX   into my Fifth third checking account. After a few hours I realized the check I deposited was from my old checking account which no longer was in use. I reported this to Fifth Third Bank after the incident and they continued to report me to XXXX XXXX XXXX with a false narrative. Under federal guidelines, this is illegal to a consumer. I'm asking with the help of Consumer Finanace bureau to have this information removed from my XXXX XXXX XXXX report. Thankyou.",4,"['xx', 'voluntarily', 'closed', 'acount', 'walking', 'fifth', 'third', 'branch', 'xx', 'indiana', 'closure', 'acount', 'reported', 'xx', 'xx', 'xx', 'mishandling', 'checking', 'acount', 'deposit', 'personal', 'check', 'checking', 'acount', 'xx', 'xx', 'fifth', 'third', 'checking', 'acount', 'hour', 'realized', 'check', 'deposited', 'old', 'checking', 'acount', 'longer', 'use', 'reported', 'fifth', 'third', 'bank', 'incident', 'continued', 'report', 'xx', 'xx', 'xx', 'false', 'narative', 'federal', 'guideline', 'ilegal', 'consumer', 'asking', 'help', 'consumer', 'finace', 'bureau', 'information', 'removed', 'xx', 'xx', 'xx', 'report', 'thankyou']",xx voluntarily closed acount walking fifth third branch xx indiana closure acount reported xx xx xx mishandling checking acount deposit personal check checking acount xx xx fifth third checking acount hour realized check deposited old checking acount longer use reported fifth third bank incident continued report xx xx xx false narative federal guideline ilegal consumer asking help consumer finace bureau information removed xx xx xx report thankyou
Student loan,"My complaint echo 's the suit being filed against Navient. Any time I have reached out to Navient, they have n't assisted me with lowering my payment. I also have tried to reach out to them and pay a lower amount monthly which they have declined multiple times. Recently, the company automatically put my loans in forbearance without my permission. Also, when I fell behind on payments they would constantly harass my co-signer. They would call as early as XXXX, about 7 times a day.",8,"['complaint', 'echo', 'suit', 'filed', 'navient', 'time', 'reached', 'navient', 'nt', 'asisted', 'lowering', 'payment', 'also', 'tried', 'reach', 'pay', 'lower', 'amount', 'monthly', 'declined', 'multiple', 'time', 'recently', 'company', 'automaticaly', 'put', 'loan', 'forbearance', 'without', 'permision', 'also', 'fel', 'behind', 'payment', 'would', 'constantly', 'haras', 'cosigner', 'would', 'cal', 'early', 'xx', 'time', 'day']",complaint echo suit filed navient time reached navient nt asisted lowering payment also tried reach pay lower amount monthly declined multiple time recently company automaticaly put loan forbearance without permision also fel behind payment would constantly haras cosigner would cal early xx time day
Debt collection,"I have tried to resolve a charged off account with belk, every time i call they wont give me my account number and tell me that that they arent removing anything, and that i need to wait 7years..",6,"['tried', 'resolve', 'charged', 'acount', 'belk', 'every', 'time', 'cal', 'wont', 'give', 'acount', 'number', 'tel', 'arent', 'removing', 'anything', 'ned', 'wait', 'year']",tried resolve charged acount belk every time cal wont give acount number tel arent removing anything ned wait year
"Credit reporting, credit repair services, or other personal consumer reports","I don't recognize this account. I never applied for it, I don't have any contracts or agreements with this companies. I never sign anything. I was victim of Identity Theft, somebody stole my personal information to open credit cards. Except as otherwise provided in this section, a consumer reporting agency shall block the reporting of any information in the file of a consumer that the consumer identifies as information that resulted from an alleged identity theft, not later than 4 business days after the date of receipt by such agency of ( 1 ) appropriate proof of the identity of the consumer ; ( 2 ) a copy of an identity theft report ; ( 3 ) the identification of such information by the consumer ; and ( 4 ) a statement by the consumer that the information is not information relating to any transaction by the consumer. ( b ) Notification. A consumer reporting agency shall promptly notify the furnisher of information identified by the consumer under subsection ( a ) of this section ( 1 ) that the information may be a result of identity theft ; ( 2 ) that an identity theft report has been filed ; ( 3 ) that a block has been requested under this section ; and ( 4 ) of the effective dates of the block. ( c ) Authority to decline or rescind. ( 1 ) In general. A consumer reporting agency may decline to block, or may rescind any block, of information relating to a consumer under this section, if the consumer reporting agency reasonably determines that ( A ) the information was blocked in error or a block was requested by the consumer in error ; ( B ) the information was blocked, or a block was requested by the consumer, on the basis of a material misrepresentation of fact by the consumer relevant to the request to block ; or ( C ) the consumer obtained possession of goods, services, or money as a result of the blocked transaction or transactions. ( 2 ) Notification to consumer. If a block of information is declined or rescinded under this subsection, the affected consumer shall be notified promptly, in the same manner as consumers are notified of the reinsertion of information under section 1681i ( a ) ( 5 ) ( B ) of this title. ( 3 ) Significance of block. For purposes of this subsection, if a consumer reporting agency rescinds a block, the presence of information in the file of a consumer prior to the blocking of such information is not evidence of whether the consumer knew or should have known that the consumer obtained possession of any goods, services, or money as a result of the block. ( d ) Exception for resellers. ( 1 ) No reseller file. This section shall not apply to a consumer reporting agency, if the consumer reporting agency ( A ) is a reseller ; ( B ) is not, at the time of the request of the consumer under subsection ( a ) of this section, otherwise furnishing or reselling a consumer report concerning the information identified by the consumer ; and ( C ) informs the consumer, by any means, that the consumer may report the identity theft to the Bureau to obtain consumer information regarding identity theft. ( 2 ) Reseller with file. The sole obligation of the consumer reporting agency under this section, with regard to any request of a consumer under this section, shall be to block the consumer report maintained by the consumer reporting agency from any subsequent use, if ( A ) the consumer, in accordance with the provisions of subsection ( a ) of this section, identifies, to a consumer reporting agency, information in the file of the consumer that resulted from identity theft ; and ( B ) the consumer reporting agency is a reseller of the identified information. ( 3 ) Notice. In carrying out its obligation under paragraph ( 2 ), the reseller shall promptly provide a notice to the consumer of the decision to block the file. Such notice shall contain the name, address, and telephone number of each consumer reporting agency from which the consumer information was obtained for resale. ( e ) Exception for verification companies. The provisions of this section do not apply to a check services company, acting as such, which issues authorizations for the purpose of approving or processing negotiable instruments, electronic fund transfers, or similar methods of payments, except that, beginning 4 business days after receipt of information described in paragraphs ( 1 ) through ( 3 ) of subsection ( a ) of this section, a check services company shall not report to a national consumer reporting agency described in section 1681a ( p ) of this title, any information identified in the subject identity theft report as resulting from identity theft. ( f ) Access to blocked information by law enforcement agencies. No provision of this section shall be construed as requiring a consumer reporting agency to prevent a Federal, State, or local law enforcement agency from accessing blocked information in a consumer file to which the agency could otherwise obtain access under this subchapter.",1,"['recognize', 'acount', 'never', 'aplied', 'contract', 'agrements', 'company', 'never', 'sign', 'anything', 'victim', 'identity', 'theft', 'somebody', 'stole', 'personal', 'information', 'open', 'credit', 'card', 'except', 'otherwise', 'provided', 'section', 'consumer', 'reporting', 'agency', 'shal', 'block', 'reporting', 'information', 'file', 'consumer', 'consumer', 'identifies', 'information', 'resulted', 'aleged', 'identity', 'theft', 'later', 'busines', 'day', 'date', 'receipt', 'agency', 'apropriate', 'prof', 'identity', 'consumer', 'copy', 'identity', 'theft', 'report', 'identification', 'information', 'consumer', 'statement', 'consumer', 'information', 'information', 'relating', 'transaction', 'consumer', 'b', 'notification', 'consumer', 'reporting', 'agency', 'shal', 'promptly', 'notify', 'furnisher', 'information', 'identified', 'consumer', 'subsection', 'section', 'information', 'may', 'result', 'identity', 'theft', 'identity', 'theft', 'report', 'ben', 'filed', 'block', 'ben', 'requested', 'section', 'efective', 'date', 'block', 'c', 'authority', 'decline', 'rescind', 'general', 'consumer', 'reporting', 'agency', 'may', 'decline', 'block', 'may', 'rescind', 'block', 'information', 'relating', 'consumer', 'section', 'consumer', 'reporting', 'agency', 'reasonably', 'determines', 'information', 'blocked', 'eror', 'block', 'requested', 'consumer', 'eror', 'b', 'information', 'blocked', 'block', 'requested', 'consumer', 'basis', 'material', 'misrepresentation', 'fact', 'consumer', 'relevant', 'request', 'block', 'c', 'consumer', 'obtained', 'posesion', 'god', 'service', 'money', 'result', 'blocked', 'transaction', 'transaction', 'notification', 'consumer', 'block', 'information', 'declined', 'rescinded', 'subsection', 'afected', 'consumer', 'shal', 'notified', 'promptly', 'maner', 'consumer', 'notified', 'reinsertion', 'information', 'section', 'b', 'title', 'significance', 'block', 'purpose', 'subsection', 'consumer', 'reporting', 'agency', 'rescinds', 'block', 'presence', 'information', 'file', 'consumer', 'prior', 'blocking', 'information', 'evidence', 'whether', 'consumer', 'knew', 'known', 'consumer', 'obtained', 'posesion', 'god', 'service', 'money', 'result', 'block', 'exception', 'reselers', 'reseler', 'file', 'section', 'shal', 'aply', 'consumer', 'reporting', 'agency', 'consumer', 'reporting', 'agency', 'reseler', 'b', 'time', 'request', 'consumer', 'subsection', 'section', 'otherwise', 'furnishing', 'reseling', 'consumer', 'report', 'concerning', 'information', 'identified', 'consumer', 'c', 'informs', 'consumer', 'mean', 'consumer', 'may', 'report', 'identity', 'theft', 'bureau', 'obtain', 'consumer', 'information', 'regarding', 'identity', 'theft', 'reseler', 'file', 'sole', 'obligation', 'consumer', 'reporting', 'agency', 'section', 'regard', 'request', 'consumer', 'section', 'shal', 'block', 'consumer', 'report', 'maintained', 'consumer', 'reporting', 'agency', 'subsequent', 'use', 'consumer', 'acordance', 'provision', 'subsection', 'section', 'identifies', 'consumer', 'reporting', 'agency', 'information', 'file', 'consumer', 'resulted', 'identity', 'theft', 'b', 'consumer', 'reporting', 'agency', 'reseler', 'identified', 'information', 'notice', 'carying', 'obligation', 'paragraph', 'reseler', 'shal', 'promptly', 'provide', 'notice', 'consumer', 'decision', 'block', 'file', 'notice', 'shal', 'contain', 'name', 'adres', 'telephone', 'number', 'consumer', 'reporting', 'agency', 'consumer', 'information', 'obtained', 'resale', 'e', 'exception', 'verification', 'company', 'provision', 'section', 'aply', 'check', 'service', 'company', 'acting', 'isues', 'authorization', 'purpose', 'aproving', 'procesing', 'negotiable', 'instrument', 'electronic', 'fund', 'transfer', 'similar', 'method', 'payment', 'except', 'begining', 'busines', 'day', 'receipt', 'information', 'described', 'paragraph', 'subsection', 'section', 'check', 'service', 'company', 'shal', 'report', 'national', 'consumer', 'reporting', 'agency', 'described', 'section', 'p', 'title', 'information', 'identified', 'subject', 'identity', 'theft', 'report', 'resulting', 'identity', 'theft', 'f', 'ace', 'blocked', 'information', 'law', 'enforcement', 'agency', 'provision', 'section', 'shal', 'construed', 'requiring', 'consumer', 'reporting', 'agency', 'prevent', 'federal', 'state', 'local', 'law', 'enforcement', 'agency', 'acesing', 'blocked', 'information', 'consumer', 'file', 'agency', 'could', 'otherwise', 'obtain', 'ace', 'subchapter']",recognize acount never aplied contract agrements company never sign anything victim identity theft somebody stole personal information open credit card except otherwise provided section consumer reporting agency shal block reporting information file consumer consumer identifies information resulted aleged identity theft later busines day date receipt agency apropriate prof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shal promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report ben filed block ben requested section efective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked eror block requested consumer eror b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained posesion god service money result blocked transaction transaction notification consumer block information declined rescinded subsection afected consumer shal notified promptly maner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained posesion god service money result block exception reselers reseler file section shal aply consumer reporting agency consumer reporting agency reseler b time request consumer subsection section otherwise furnishing reseling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseler file sole obligation consumer reporting agency section regard request consumer section shal block consumer report maintained consumer reporting agency subsequent use consumer acordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseler identified information notice carying obligation paragraph reseler shal promptly provide notice consumer decision block file notice shal contain name adres telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section aply check service company acting isues authorization purpose aproving procesing negotiable instrument electronic fund transfer similar method payment except begining busines day receipt information described paragraph subsection section check service company shal report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f ace blocked information law enforcement agency provision section shal construed requiring consumer reporting agency prevent federal state local law enforcement agency acesing blocked information consumer file agency could otherwise obtain ace subchapter
Debt collection,"I 'm in the process of trying to get validation of an item on my credit report. I 've disputed this item with the collection agency along with credit bureau and no documentation was provided. I was never provided any documentation validating the debt ( signed application ). I have attached my documentation requesting proof/validation that I sent to them and have yet to receive. I 've attached all the communications I 've forward to the collection agency, and credit bureau. 

The item in question is the following : PORTFOLIO RECOVERYXXXX XXXX XXXX XXXX XXXX XXXX, VA XXXX : {$1100.00}",6,"['proces', 'trying', 'get', 'validation', 'item', 'credit', 'report', 'disputed', 'item', 'colection', 'agency', 'along', 'credit', 'bureau', 'documentation', 'provided', 'never', 'provided', 'documentation', 'validating', 'debt', 'signed', 'aplication', 'atached', 'documentation', 'requesting', 'profvalidation', 'sent', 'yet', 'receive', 'atached', 'al', 'comunications', 'forward', 'colection', 'agency', 'credit', 'bureau', 'item', 'question', 'folowing', 'portfolio', 'recoveryxx', 'xx', 'xx', 'xx', 'xx', 'xx', 'va', 'xx']",proces trying get validation item credit report disputed item colection agency along credit bureau documentation provided never provided documentation validating debt signed aplication atached documentation requesting profvalidation sent yet receive atached al comunications forward colection agency credit bureau item question folowing portfolio recoveryxx xx xx xx xx xx va xx
"Credit reporting, credit repair services, or other personal consumer reports","XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX WYOMING Acct : ( XXXX XXXX XXXX Credit Card Account Ending In XXXX XXXX XXXX XXXX XXXX XXXX XXXX, OH XXXX ) To Whom It May Concern : This letter is being sent to you in response to your recent communication. This is not a refusal to pay, but a notice that your claim is disputed. Under the Fair Debt Collections Practices Act ( FDCPA ), I have the right to request validation of the debt you say I owe you. I am requesting proof that I am indeed the party you are asking to pay this debt, and there is some contractual obligation which is binding on me to pay this debt. Your legal staff will agree that compliance with this request is required under the laws of Wyoming and Federal Statutes. In addition to the questionnaire below, please attach copies of : Agreement with your client that grants you the authority to collect on this alleged debt, or proof of acquisition by  purchase or assignment. 
Agreement that bears the signature of the alleged debtor wherein I agreed to pay the creditor. 
I require compliance with the terms and conditions of this letter or a complete withdrawal, in writing, of any claim. In the event of noncompliance, I reserve the right to file charges and/or complaints with appropriate County, State & Federal authorities, the XXXX  and State Bar associations for violations of the FDCPA, FCRA, and Federal and State statutes on fraudulent extortion. see See Wantz v. Experian Info. Solutions, 386 F.3d 829, 834 ( 7th Cir.2004 ) XXXX XXXX",1,"['xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'wyoming', 'act', 'xx', 'xx', 'xx', 'credit', 'card', 'acount', 'ending', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'oh', 'xx', 'may', 'concern', 'leter', 'sent', 'response', 'recent', 'comunication', 'refusal', 'pay', 'notice', 'claim', 'disputed', 'fair', 'debt', 'colections', 'practice', 'act', 'fdcpa', 'right', 'request', 'validation', 'debt', 'say', 'owe', 'requesting', 'prof', 'inded', 'party', 'asking', 'pay', 'debt', 'contractual', 'obligation', 'binding', 'pay', 'debt', 'legal', 'staf', 'wil', 'agre', 'compliance', 'request', 'required', 'law', 'wyoming', 'federal', 'statute', 'adition', 'questionaire', 'please', 'atach', 'copy', 'agrement', 'client', 'grant', 'authority', 'colect', 'aleged', 'debt', 'prof', 'acquisition', 'purchase', 'asignment', 'agrement', 'bear', 'signature', 'aleged', 'debtor', 'wherein', 'agred', 'pay', 'creditor', 'require', 'compliance', 'term', 'condition', 'leter', 'complete', 'withdrawal', 'writing', 'claim', 'event', 'noncompliance', 'reserve', 'right', 'file', 'charge', 'andor', 'complaint', 'apropriate', 'county', 'state', 'federal', 'authority', 'xx', 'state', 'bar', 'asociations', 'violation', 'fdcpa', 'fcra', 'federal', 'state', 'statute', 'fraudulent', 'extortion', 'se', 'se', 'wantz', 'v', 'experian', 'info', 'solution', 'fd', 'th', 'cir', 'xx', 'xx']",xx xx xx xx xx xx xx xx wyoming act xx xx xx credit card acount ending xx xx xx xx xx xx xx oh xx may concern leter sent response recent comunication refusal pay notice claim disputed fair debt colections practice act fdcpa right request validation debt say owe requesting prof inded party asking pay debt contractual obligation binding pay debt legal staf wil agre compliance request required law wyoming federal statute adition questionaire please atach copy agrement client grant authority colect aleged debt prof acquisition purchase asignment agrement bear signature aleged debtor wherein agred pay creditor require compliance term condition leter complete withdrawal writing claim event noncompliance reserve right file charge andor complaint apropriate county state federal authority xx state bar asociations violation fdcpa fcra federal state statute fraudulent extortion se se wantz v experian info solution fd th cir xx xx
Consumer Loan,"This car loan has been paid in full.. I have requested to be removed from my credit report but they have not done so. I have not received any response from this company. This has been showing on my credit report as current but the car loan has been paid in full and should have been sent to all XXXX credit reports to be removed from my credit. 
I have another car loan with them that is correct but this account should have been removed. They are not willing to help me at all and are not giving me any information whatsoever.",10,"['car', 'loan', 'ben', 'paid', 'ful', 'requested', 'removed', 'credit', 'report', 'done', 'received', 'response', 'company', 'ben', 'showing', 'credit', 'report', 'curent', 'car', 'loan', 'ben', 'paid', 'ful', 'ben', 'sent', 'al', 'xx', 'credit', 'report', 'removed', 'credit', 'another', 'car', 'loan', 'corect', 'acount', 'ben', 'removed', 'wiling', 'help', 'al', 'giving', 'information', 'whatsoever']",car loan ben paid ful requested removed credit report done received response company ben showing credit report curent car loan ben paid ful ben sent al xx credit report removed credit another car loan corect acount ben removed wiling help al giving information whatsoever
Credit card or prepaid card,"American express decided to close my account without speaking with me in regards to a resolution ... ..I spoke with a representative XX/XX/XXXX-XX/XX/XXXX week about payment arrangements .... Which I have two credit cards green card balance off {$960.00} ( which {$400.00} was being paid, the following two weeks would be an additional {$100.00} ), my other card which was {$350.00} ( with {$35.00} due which was paid that day ) ... .. I received an email that my account is canceled. Called to follow up the young lady XXXX who does not work in headquarters she is currently located in XXXX -states the credit bureau made the decision. Then corrected herself by saying you missed payments .... Which I then explained I have had an issue with the green card because I was misinformed, I was unable to pay total balance, but I am making payments!! I asked for her title to ensure she was a supervisor, which she is not! I also would like to speak with headquarters for action but unable to. I explained that American express is breaking the law, we are currently in different countries, I have not received a far chance to correct my balance!! I still have a payment agreement set up!!",3,"['american', 'expres', 'decided', 'close', 'acount', 'without', 'speaking', 'regard', 'resolution', 'spoke', 'representative', 'xxxxxxxx', 'wek', 'payment', 'arangements', 'two', 'credit', 'card', 'gren', 'card', 'balance', 'paid', 'folowing', 'two', 'weks', 'would', 'aditional', 'card', 'due', 'paid', 'day', 'received', 'email', 'acount', 'canceled', 'caled', 'folow', 'young', 'lady', 'xx', 'work', 'headquarters', 'curently', 'located', 'xx', 'state', 'credit', 'bureau', 'made', 'decision', 'corected', 'saying', 'mised', 'payment', 'explained', 'isue', 'gren', 'card', 'misinformed', 'unable', 'pay', 'total', 'balance', 'making', 'payment', 'asked', 'title', 'ensure', 'supervisor', 'also', 'would', 'like', 'speak', 'headquarters', 'action', 'unable', 'explained', 'american', 'expres', 'breaking', 'law', 'curently', 'diferent', 'country', 'received', 'far', 'chance', 'corect', 'balance', 'stil', 'payment', 'agrement', 'set']",american expres decided close acount without speaking regard resolution spoke representative xxxxxxxx wek payment arangements two credit card gren card balance paid folowing two weks would aditional card due paid day received email acount canceled caled folow young lady xx work headquarters curently located xx state credit bureau made decision corected saying mised payment explained isue gren card misinformed unable pay total balance making payment asked title ensure supervisor also would like speak headquarters action unable explained american expres breaking law curently diferent country received far chance corect balance stil payment agrement set
"Credit reporting, credit repair services, or other personal consumer reports",inaccurate information showing on credit reports,1,"['inacurate', 'information', 'showing', 'credit', 'report']",inacurate information showing credit report
Debt collection,"I have contacted Portfolio Recovery Associates LLC about a debt from XXXX XXXXXXXX XXXX about a merchant debt that they say I owe to XXXX. It appears that this company Portfolio has purchased the debt but I have entered into no legal binding contractual agreement with them and they are harassing for {$XXXX} and I DO NOT OWE Them this. 
I have asked them several times to supply me the written SIGNED contractual agreement with them and XXXX showing my signature on any agreement and they WILL not or CAN NOT supply me with that. They simply send me copies of bills or statements and this does not constitute any kind of validation of this debt being mine. Statements and Bills do not show proof of ownership. They recently sent me a letter stating that I do not have a right to challenge their stance and that any written letter to them will be ignored and considered answered already. The burden of proof is on them to show that I am the legal owner of this account that they purchased. Unfortunately they are a 3rd part collection agency that purchase the debt from XXXX but that does not legally give them the right to try to collect from me as I HAVE NO CONTRACT with them. I am DEMANDING proof of ownership, and the only way to show that is to show my signature on an agreement between me and XXXX. SIMPLY sending me copies of bills or statements does not prove your position that the account is mine and that I owe this debt.",6,"['contacted', 'portfolio', 'recovery', 'asociates', 'lc', 'debt', 'xx', 'xxxx', 'xx', 'merchant', 'debt', 'say', 'owe', 'xx', 'apears', 'company', 'portfolio', 'purchased', 'debt', 'entered', 'legal', 'binding', 'contractual', 'agrement', 'harasing', 'xx', 'owe', 'asked', 'several', 'time', 'suply', 'writen', 'signed', 'contractual', 'agrement', 'xx', 'showing', 'signature', 'agrement', 'wil', 'suply', 'simply', 'send', 'copy', 'bils', 'statement', 'constitute', 'kind', 'validation', 'debt', 'mine', 'statement', 'bils', 'show', 'prof', 'ownership', 'recently', 'sent', 'leter', 'stating', 'right', 'chalenge', 'stance', 'writen', 'leter', 'wil', 'ignored', 'considered', 'answered', 'already', 'burden', 'prof', 'show', 'legal', 'owner', 'acount', 'purchased', 'unfortunately', 'rd', 'part', 'colection', 'agency', 'purchase', 'debt', 'xx', 'legaly', 'give', 'right', 'try', 'colect', 'contract', 'demanding', 'prof', 'ownership', 'way', 'show', 'show', 'signature', 'agrement', 'betwen', 'xx', 'simply', 'sending', 'copy', 'bils', 'statement', 'prove', 'position', 'acount', 'mine', 'owe', 'debt']",contacted portfolio recovery asociates lc debt xx xxxx xx merchant debt say owe xx apears company portfolio purchased debt entered legal binding contractual agrement harasing xx owe asked several time suply writen signed contractual agrement xx showing signature agrement wil suply simply send copy bils statement constitute kind validation debt mine statement bils show prof ownership recently sent leter stating right chalenge stance writen leter wil ignored considered answered already burden prof show legal owner acount purchased unfortunately rd part colection agency purchase debt xx legaly give right try colect contract demanding prof ownership way show show signature agrement betwen xx simply sending copy bils statement prove position acount mine owe debt
Checking or savings account,"Had a previous complaint # XXXX concerning HSBC Bank whereas they were to have paid me a {$200.00} bonus due to a promotion. Received an email from the VP of Customer XXXX, XXXX XXXX confirming that they were to pay the bonus no longer than 30 days after XX/XX/XXXX. As of XX/XX/19 they have not conformed with the terms of our original complaint, which included this payment. Tried to contact them via phone and email per their instructions and they refuse to answer the calls and have not responded to my email. The terms of the original complaint are recorded under case # XXXX, thus making this a 2nd request and their 2nd attempt at chicanery.",4,"['previous', 'complaint', 'xx', 'concerning', 'hsbc', 'bank', 'whereas', 'paid', 'bonus', 'due', 'promotion', 'received', 'email', 'vp', 'customer', 'xx', 'xx', 'xx', 'confirming', 'pay', 'bonus', 'longer', 'day', 'xxxx', 'xx', 'conformed', 'term', 'original', 'complaint', 'included', 'payment', 'tried', 'contact', 'via', 'phone', 'email', 'per', 'instruction', 'refuse', 'answer', 'cals', 'responded', 'email', 'term', 'original', 'complaint', 'recorded', 'case', 'xx', 'thus', 'making', 'nd', 'request', 'nd', 'atempt', 'chicanery']",previous complaint xx concerning hsbc bank whereas paid bonus due promotion received email vp customer xx xx xx confirming pay bonus longer day xxxx xx conformed term original complaint included payment tried contact via phone email per instruction refuse answer cals responded email term original complaint recorded case xx thus making nd request nd atempt chicanery
"Payday loan, title loan, or personal loan",Im getting a loan from coumpny and they are not letting me do what i need to give to the loan coumpny to give me the loan this is not right at all i try to ask my bank to let me have full access to my online banking and to let me be able to put check in my checking account by my mobile deospt and still have not aloud me this is why i went with this bank,2,"['im', 'geting', 'loan', 'coumpny', 'leting', 'ned', 'give', 'loan', 'coumpny', 'give', 'loan', 'right', 'al', 'try', 'ask', 'bank', 'let', 'ful', 'ace', 'online', 'banking', 'let', 'able', 'put', 'check', 'checking', 'acount', 'mobile', 'deospt', 'stil', 'aloud', 'went', 'bank']",im geting loan coumpny leting ned give loan coumpny give loan right al try ask bank let ful ace online banking let able put check checking acount mobile deospt stil aloud went bank
